#Network: p2p-Gnutella04.snap
#Nodes: 10876	Edges: 39994
#NodeId	Degree	Closeness	Betweennes	EigenVector	NetworkConstraint	ClusteringCoefficient	PageRank	HubScore	AuthorityScore
20	14.000000	0.234613	37156.013923	0.006050	0.080098	0.000000	0.000104	0.001230	0.001740
21	11.000000	0.224505	23961.210718	0.002423	0.107010	0.018182	0.000065	0.000760	0.000031
22	6.000000	0.220329	7015.244766	0.001862	0.187130	0.066667	0.000097	0.000000	0.001175
23	13.000000	0.233529	26341.046192	0.003522	0.085262	0.000000	0.000081	0.000156	0.000801
24	1.000000	0.193141	0.000000	0.000386	1.058594	0.000000	0.000065	0.000000	0.000031
25	18.000000	0.250778	65960.336639	0.012951	0.062976	0.013072	0.000133	0.003197	0.000512
26	18.000000	0.251056	63522.510732	0.011412	0.061072	0.013072	0.000118	0.004813	0.000713
27	5.000000	0.222206	3811.979280	0.002537	0.214508	0.000000	0.000094	0.000000	0.002337
28	1.000000	0.193141	0.000000	0.000386	1.058594	0.000000	0.000065	0.000000	0.000031
29	3.000000	0.202896	2163.028921	0.000575	0.359179	0.000000	0.000072	0.000005	0.000041
30	16.000000	0.245325	57022.743822	0.006149	0.067481	0.000000	0.000207	0.000454	0.002684
31	11.000000	0.238565	20046.353878	0.005931	0.099008	0.018182	0.000157	0.000000	0.002665
32	1.000000	0.187481	0.000000	0.000156	1.082645	0.000000	0.000061	0.000000	0.000036
33	13.000000	0.239000	44396.734216	0.003062	0.083299	0.000000	0.000217	0.000000	0.000505
34	6.000000	0.229629	7427.796514	0.002585	0.178408	0.000000	0.000114	0.000000	0.001118
35	10.000000	0.232949	22157.386230	0.002685	0.107225	0.000000	0.000134	0.000000	0.000797
36	4.000000	0.212639	3042.023658	0.000965	0.269209	0.000000	0.000087	0.000000	0.000134
37	4.000000	0.222306	2738.909830	0.004334	0.265553	0.000000	0.000104	0.000000	0.000165
38	14.000000	0.243976	39414.113462	0.006686	0.076940	0.000000	0.000086	0.000823	0.000268
39	16.000000	0.241538	53563.831909	0.004943	0.069336	0.008333	0.000098	0.000869	0.000145
41	5.000000	0.221284	4648.966846	0.001618	0.213551	0.000000	0.000097	0.000000	0.000190
136	16.000000	0.249027	53265.604273	0.009546	0.067924	0.000000	0.000107	0.010458	0.000380
137	24.000000	0.254410	96736.381775	0.013364	0.046426	0.003623	0.000166	0.007726	0.001768
138	6.000000	0.228774	5913.808766	0.004548	0.177128	0.000000	0.000133	0.000000	0.000228
139	2.000000	0.203927	312.799914	0.000507	0.534333	0.000000	0.000073	0.000000	0.000047
140	10.000000	0.237073	26004.885199	0.006665	0.108913	0.000000	0.000212	0.000000	0.002527
141	17.000000	0.241769	46547.813055	0.008831	0.064632	0.000000	0.000117	0.002719	0.001586
142	4.000000	0.214980	2243.697372	0.001023	0.268650	0.000000	0.000081	0.000000	0.000140
143	5.000000	0.227763	3553.131740	0.003068	0.213064	0.000000	0.000095	0.000000	0.001645
144	11.000000	0.232124	28303.413991	0.003533	0.102963	0.018182	0.000063	0.000951	0.000036
40	5.000000	0.220660	5285.774090	0.002600	0.212893	0.000000	0.000107	0.000000	0.000114
42	4.000000	0.210259	2817.689327	0.000926	0.269879	0.000000	0.000078	0.000000	0.000129
43	1.000000	0.186394	0.000000	0.000158	1.076389	0.000000	0.000061	0.000000	0.000011
44	17.000000	0.247632	81760.068898	0.005482	0.062857	0.000000	0.000223	0.000000	0.000738
45	7.000000	0.221563	15029.311553	0.001355	0.153101	0.000000	0.000108	0.000000	0.000395
46	19.000000	0.256655	82305.011162	0.022895	0.057096	0.011696	0.000138	0.026387	0.000357
47	2.000000	0.201061	639.769023	0.000449	0.534653	0.000000	0.000069	0.000000	0.000047
48	9.000000	0.228481	14980.002849	0.002453	0.126979	0.055556	0.000121	0.000000	0.000713
49	1.000000	0.186394	0.000000	0.000158	1.076389	0.000000	0.000061	0.000000	0.000011
199	10.000000	0.237161	17221.050723	0.003848	0.107300	0.000000	0.000128	0.000000	0.003450
756	26.000000	0.256365	135584.209813	0.009295	0.042966	0.003077	0.000174	0.000840	0.003100
1116	32.000000	0.261161	171950.725438	0.010132	0.034204	0.002016	0.000278	0.001095	0.003934
2537	14.000000	0.247745	37856.504935	0.016157	0.076559	0.000000	0.000084	0.008005	0.001055
2787	29.000000	0.263202	205459.662142	0.013397	0.037545	0.002463	0.000203	0.000368	0.006274
3307	9.000000	0.234037	12483.706366	0.002947	0.119339	0.000000	0.000145	0.000000	0.000506
4524	16.000000	0.247142	53215.853754	0.006220	0.070201	0.016667	0.000096	0.000492	0.000574
4674	5.000000	0.221257	3765.743205	0.001391	0.214431	0.000000	0.000098	0.000000	0.000278
6016	4.000000	0.210805	3129.522286	0.000636	0.279117	0.000000	0.000128	0.000000	0.000176
7040	12.000000	0.237269	34887.459780	0.003634	0.089804	0.000000	0.000069	0.000577	0.000096
79	10.000000	0.234375	20362.687614	0.003124	0.108398	0.000000	0.000174	0.000000	0.001188
80	12.000000	0.237850	29538.059302	0.003564	0.090213	0.000000	0.000104	0.000674	0.000060
81	17.000000	0.244899	70132.429729	0.005482	0.064763	0.000000	0.000113	0.001105	0.000846
82	1.000000	0.193478	0.000000	0.000275	1.062222	0.000000	0.000063	0.000000	0.000045
83	23.000000	0.245763	64984.793644	0.009934	0.050587	0.003953	0.000142	0.000835	0.005199
84	14.000000	0.245918	41977.331567	0.009269	0.080405	0.032967	0.000105	0.006774	0.001001
85	7.000000	0.225927	15205.489936	0.004140	0.165902	0.095238	0.000149	0.000000	0.000190
86	7.000000	0.226204	8689.109961	0.002624	0.166150	0.095238	0.000138	0.000000	0.000263
87	18.000000	0.245541	48556.564591	0.005961	0.060808	0.000000	0.000202	0.000490	0.001732
88	13.000000	0.235854	36330.143834	0.005635	0.107899	0.089744	0.000115	0.000495	0.000071
69	8.000000	0.227178	19092.699425	0.002215	0.136836	0.000000	0.000176	0.000000	0.000348
70	3.000000	0.218562	1557.387651	0.003705	0.350710	0.000000	0.000113	0.000000	0.000122
71	16.000000	0.244662	46694.437116	0.006061	0.068105	0.008333	0.000184	0.000000	0.002792
72	3.000000	0.206871	1212.240763	0.000689	0.359218	0.000000	0.000078	0.000000	0.000132
73	15.000000	0.240326	43173.836945	0.006809	0.074440	0.000000	0.000093	0.003076	0.000167
74	9.000000	0.234491	13439.455365	0.003603	0.118292	0.000000	0.000141	0.000000	0.000822
75	21.000000	0.248981	65093.737639	0.010808	0.052628	0.000000	0.000140	0.007707	0.000984
76	15.000000	0.235405	53372.685908	0.004245	0.073482	0.000000	0.000097	0.000166	0.000207
77	13.000000	0.231363	34320.254646	0.004542	0.102333	0.051282	0.000265	0.000149	0.000507
78	6.000000	0.221699	16454.567666	0.002984	0.180611	0.000000	0.000089	0.000060	0.000354
50	3.000000	0.208505	1386.390989	0.000860	0.357080	0.000000	0.000228	0.000000	0.000107
51	3.000000	0.205445	1338.105825	0.000994	0.359068	0.000000	0.000076	0.000000	0.000195
52	11.000000	0.239400	24062.594222	0.006055	0.096458	0.000000	0.000160	0.000000	0.001204
53	6.000000	0.227206	8588.550403	0.003906	0.177140	0.000000	0.000118	0.000000	0.000201
54	17.000000	0.250836	67407.633464	0.015294	0.063630	0.000000	0.000149	0.009245	0.000576
55	4.000000	0.217470	3106.598820	0.001634	0.266608	0.000000	0.000093	0.000000	0.000171
56	1.000000	0.190033	0.000000	0.000354	1.066327	0.000000	0.000064	0.000000	0.000080
57	7.000000	0.226629	7225.397219	0.002361	0.153365	0.000000	0.000120	0.000000	0.001119
58	25.000000	0.258830	94937.075332	0.034197	0.045449	0.003333	0.000182	0.027701	0.015212
59	2.000000	0.199066	651.325346	0.000525	0.531230	0.000000	0.000072	0.000000	0.000096
60	2.000000	0.197401	395.155128	0.000468	0.538413	0.000000	0.000061	0.000011	0.000049
61	6.000000	0.219475	4421.820328	0.001822	0.180692	0.000000	0.000087	0.000002	0.001083
62	10.000000	0.229711	25662.165195	0.002930	0.109576	0.022222	0.000061	0.000626	0.000049
63	3.000000	0.217122	1994.130969	0.004024	0.350110	0.000000	0.000101	0.000000	0.000125
64	1.000000	0.183346	0.000000	0.000142	1.082645	0.000000	0.000061	0.000000	0.000049
65	19.000000	0.246481	67089.511473	0.005072	0.058286	0.005848	0.000117	0.001088	0.000191
66	13.000000	0.245941	36166.693755	0.008537	0.082482	0.000000	0.000149	0.000000	0.008035
67	9.000000	0.234775	25775.030136	0.005890	0.120208	0.000000	0.000166	0.000000	0.000888
68	2.000000	0.215487	834.845352	0.004038	0.527554	0.000000	0.000088	0.000000	0.000074
108	5.000000	0.223256	4405.918716	0.005048	0.213695	0.000000	0.000109	0.000030	0.000094
109	14.000000	0.238419	25929.565886	0.004331	0.080233	0.010989	0.000081	0.000507	0.000183
110	14.000000	0.244723	38379.686447	0.005834	0.076474	0.000000	0.000197	0.000000	0.000675
111	2.000000	0.202138	199.910817	0.000787	0.538413	0.000000	0.000063	0.000068	0.000010
112	12.000000	0.234592	37315.747794	0.004060	0.091252	0.000000	0.000072	0.000311	0.000034
113	11.000000	0.223604	23299.325051	0.002529	0.103104	0.000000	0.000076	0.000139	0.000034
114	9.000000	0.235936	16172.077804	0.007026	0.120386	0.000000	0.000218	0.000000	0.000935
115	16.000000	0.240901	50610.710965	0.004123	0.069575	0.008333	0.000131	0.000387	0.000437
116	2.000000	0.206099	493.229667	0.000923	0.529626	0.000000	0.000063	0.000068	0.000010
98	9.000000	0.230598	18895.293159	0.002390	0.119125	0.000000	0.000126	0.000000	0.000539
99	46.000000	0.272953	374950.528549	0.015087	0.025431	0.008696	0.000383	0.001249	0.002529
100	4.000000	0.217770	3836.850949	0.001618	0.266637	0.000000	0.000089	0.000000	0.000389
101	13.000000	0.240901	40498.929024	0.004216	0.083626	0.000000	0.000092	0.000174	0.000383
102	11.000000	0.241345	28750.695344	0.009922	0.099171	0.000000	0.000283	0.000000	0.001052
103	5.000000	0.229271	3939.763817	0.003476	0.217911	0.100000	0.000112	0.000000	0.000653
104	1.000000	0.200501	0.000000	0.000758	1.052469	0.000000	0.000066	0.000000	0.000207
105	5.000000	0.229227	5994.101372	0.002505	0.218450	0.100000	0.000113	0.000000	0.000483
106	26.000000	0.260018	54387.513185	0.047185	0.056900	0.123077	0.000197	0.032484	0.032832
107	18.000000	0.243878	53861.023902	0.010114	0.062232	0.000000	0.000126	0.000232	0.010212
89	20.000000	0.259083	79899.069567	0.021575	0.055608	0.005263	0.000153	0.003970	0.014159
90	25.000000	0.263905	116619.168097	0.035309	0.043847	0.016667	0.000214	0.030388	0.013424
91	17.000000	0.246353	46168.254598	0.006721	0.064524	0.000000	0.000123	0.000632	0.002358
92	27.000000	0.256244	111239.302356	0.022504	0.041909	0.008547	0.000240	0.000476	0.021741
93	23.000000	0.253875	82056.546578	0.010778	0.047647	0.000000	0.000150	0.001076	0.003525
94	24.000000	0.255486	86233.258285	0.019925	0.046098	0.003623	0.000209	0.000563	0.014901
95	2.000000	0.210080	102.885048	0.001876	0.533667	0.000000	0.000072	0.000000	0.001820
96	11.000000	0.229998	34916.947052	0.002607	0.103180	0.000000	0.000065	0.000611	0.000312
97	25.000000	0.245813	92034.451071	0.007256	0.048384	0.000000	0.000113	0.000902	0.001592
654	14.000000	0.233099	49800.810646	0.002458	0.082519	0.010989	0.000137	0.000392	0.000081
185	23.000000	0.253905	74249.128621	0.013196	0.052774	0.031621	0.000355	0.000409	0.004725
186	10.000000	0.237026	30760.103958	0.003661	0.106429	0.000000	0.000234	0.000000	0.002276
117	10.000000	0.235262	19465.000644	0.003446	0.106914	0.000000	0.000126	0.000000	0.001645
118	24.000000	0.252069	103073.050413	0.011097	0.045761	0.000000	0.000275	0.000654	0.000782
119	11.000000	0.231565	15612.298074	0.003286	0.103891	0.000000	0.000062	0.001142	0.000053
120	23.000000	0.256069	123150.051951	0.015036	0.046527	0.000000	0.000155	0.006755	0.002273
121	22.000000	0.250761	91029.092880	0.010325	0.049581	0.000000	0.000264	0.000385	0.001220
122	8.000000	0.222329	19970.166240	0.001511	0.139375	0.000000	0.000075	0.000108	0.000157
123	13.000000	0.252478	50294.739210	0.028861	0.079926	0.000000	0.000079	0.046531	0.001603
124	20.000000	0.246548	75512.528997	0.006866	0.054319	0.000000	0.000130	0.000293	0.004284
125	21.000000	0.245452	73208.862098	0.007887	0.054079	0.014286	0.000209	0.000411	0.000608
126	5.000000	0.220557	3444.361343	0.002083	0.243852	0.100000	0.000068	0.000068	0.000066
155	6.000000	0.224204	6492.766347	0.004336	0.193264	0.133333	0.000265	0.000000	0.000160
156	1.000000	0.194551	0.000000	0.000289	1.058594	0.000000	0.000063	0.000000	0.000056
157	16.000000	0.244618	50302.010617	0.008236	0.071524	0.016667	0.000119	0.000522	0.000402
158	10.000000	0.247790	14527.518830	0.023054	0.104510	0.000000	0.000079	0.032768	0.001352
159	9.000000	0.233770	20534.183873	0.003037	0.118913	0.000000	0.000126	0.000000	0.002221
160	3.000000	0.211358	1057.727048	0.000957	0.356221	0.000000	0.000076	0.000000	0.000122
161	22.000000	0.262010	119094.052016	0.012385	0.049374	0.004329	0.000262	0.000000	0.006304
162	18.000000	0.248679	65439.728809	0.006491	0.060606	0.000000	0.000139	0.000550	0.001177
163	1.000000	0.194551	0.000000	0.000289	1.058594	0.000000	0.000063	0.000000	0.000056
164	7.000000	0.232213	12053.625697	0.003949	0.151780	0.000000	0.000146	0.000000	0.001544
127	52.000000	0.271841	253810.089335	0.071119	0.022808	0.003771	0.000449	0.003116	0.095055
128	29.000000	0.257781	116283.104065	0.019105	0.038748	0.004926	0.000219	0.001345	0.017149
129	35.000000	0.262288	131250.590102	0.038518	0.032852	0.000000	0.000288	0.000471	0.050021
130	31.000000	0.259596	104767.396265	0.042669	0.036668	0.004301	0.000241	0.016308	0.043947
131	44.000000	0.265782	195723.504444	0.048651	0.026590	0.003171	0.000360	0.000483	0.061760
132	33.000000	0.253060	104496.200703	0.039686	0.036184	0.001894	0.000212	0.000821	0.059730
133	35.000000	0.260917	124205.305388	0.040893	0.032668	0.000000	0.000260	0.000429	0.053409
134	12.000000	0.241726	24754.576713	0.004625	0.090961	0.015152	0.000158	0.000000	0.002190
135	1.000000	0.204241	0.000000	0.001340	1.049861	0.000000	0.000067	0.000000	0.001712
145	5.000000	0.227244	5675.157260	0.004551	0.211809	0.000000	0.000108	0.000000	0.005741
146	15.000000	0.244437	35897.509123	0.008086	0.072908	0.000000	0.000328	0.000000	0.001337
147	47.000000	0.269150	191678.784204	0.071817	0.025956	0.001850	0.000381	0.000209	0.103415
148	28.000000	0.258166	103284.410965	0.029237	0.040789	0.005291	0.000262	0.000507	0.026706
149	25.000000	0.253544	151191.328047	0.008119	0.043821	0.003333	0.000293	0.000000	0.001376
150	16.000000	0.244525	43481.720086	0.007704	0.067688	0.000000	0.000111	0.003760	0.001333
151	2.000000	0.202164	924.953294	0.000925	0.569396	0.000000	0.000129	0.000000	0.000602
152	4.000000	0.217678	3455.157743	0.001438	0.267154	0.000000	0.000086	0.000000	0.000698
153	11.000000	0.224639	28782.350444	0.003499	0.102492	0.000000	0.000068	0.000321	0.000600
154	13.000000	0.239971	34340.023557	0.004481	0.089180	0.025641	0.000083	0.001135	0.000684
165	58.000000	0.275330	319396.241598	0.088508	0.020593	0.002420	0.000484	0.000605	0.130084
166	12.000000	0.237430	31799.254675	0.009299	0.090003	0.000000	0.000089	0.000387	0.003905
167	32.000000	0.269577	246655.191150	0.025246	0.033984	0.000000	0.000303	0.000761	0.013099
168	37.000000	0.258664	108070.359181	0.053773	0.033053	0.001502	0.000255	0.000513	0.084253
169	5.000000	0.228069	2768.120513	0.005419	0.213035	0.000000	0.000111	0.000000	0.005845
170	28.000000	0.256021	99472.837787	0.032266	0.039836	0.000000	0.000202	0.000224	0.038265
171	58.000000	0.276894	270262.397561	0.084508	0.020648	0.003630	0.000544	0.003324	0.112164
172	5.000000	0.227815	1199.789915	0.009186	0.215657	0.000000	0.000113	0.000000	0.012003
173	3.000000	0.221270	353.425160	0.004957	0.355131	0.000000	0.000090	0.000000	0.006104
174	18.000000	0.254839	58590.456116	0.018696	0.060802	0.006536	0.000225	0.000000	0.021239
184	13.000000	0.237161	40417.176665	0.005567	0.085318	0.000000	0.000119	0.000958	0.000168
175	12.000000	0.242221	22909.231574	0.007355	0.092880	0.030303	0.000136	0.004320	0.000025
176	18.000000	0.249851	62532.306876	0.009598	0.063844	0.026144	0.000173	0.000865	0.000227
177	8.000000	0.225258	14154.234228	0.001774	0.137536	0.000000	0.000150	0.000117	0.000328
178	13.000000	0.246141	54691.080177	0.007880	0.083043	0.012821	0.000177	0.000000	0.001675
179	1.000000	0.186804	0.000000	0.000172	1.090000	0.000000	0.000061	0.000000	0.000041
180	20.000000	0.252901	63538.258335	0.015684	0.057247	0.021053	0.000176	0.001142	0.001478
181	12.000000	0.226233	46124.323817	0.001745	0.091501	0.000000	0.000068	0.000342	0.000056
182	10.000000	0.235752	26033.111488	0.004149	0.106969	0.000000	0.000162	0.000000	0.001127
183	8.000000	0.232451	13290.591637	0.004108	0.133832	0.000000	0.000119	0.000149	0.004150
197	2.000000	0.202601	753.238024	0.000502	0.533127	0.000000	0.000071	0.000000	0.000091
198	15.000000	0.248839	50915.618489	0.010395	0.075643	0.028571	0.000108	0.009360	0.000243
200	30.000000	0.263432	173399.355491	0.013167	0.037490	0.006897	0.000315	0.000237	0.006307
201	13.000000	0.233705	34671.304359	0.002980	0.084275	0.000000	0.000079	0.001229	0.000115
202	7.000000	0.227021	11113.605034	0.002804	0.156524	0.000000	0.000162	0.000000	0.001668
203	5.000000	0.221866	3592.081376	0.001563	0.213814	0.000000	0.000092	0.000000	0.000755
204	7.000000	0.234168	11424.680873	0.006165	0.152051	0.000000	0.000150	0.000000	0.000453
205	25.000000	0.256232	127147.414068	0.009180	0.043156	0.000000	0.000311	0.000000	0.002017
187	21.000000	0.258467	65312.078180	0.045487	0.052802	0.014286	0.000159	0.057084	0.011805
188	1.000000	0.193764	0.000000	0.000399	1.062222	0.000000	0.000063	0.000000	0.000200
189	18.000000	0.245419	51912.854033	0.012234	0.060665	0.000000	0.000127	0.002168	0.011069
190	27.000000	0.261305	130594.465965	0.015144	0.041399	0.008547	0.000192	0.000945	0.008721
191	4.000000	0.211798	898.482971	0.001833	0.273953	0.000000	0.000080	0.000000	0.001501
192	21.000000	0.250663	81611.276902	0.009307	0.052050	0.000000	0.000156	0.000305	0.004355
193	6.000000	0.223448	3560.296919	0.003860	0.182819	0.000000	0.000093	0.000017	0.003693
194	13.000000	0.240294	43796.156357	0.003919	0.084818	0.012821	0.000075	0.001059	0.000369
195	15.000000	0.240326	44819.966467	0.004977	0.072983	0.000000	0.000087	0.000318	0.002869
196	3.000000	0.211774	1012.393981	0.002010	0.356992	0.000000	0.000079	0.000000	0.002829
216	6.000000	0.243676	9651.947559	0.007140	0.175599	0.000000	0.000123	0.000000	0.005120
217	15.000000	0.245796	56858.397160	0.005796	0.071956	0.000000	0.000178	0.000000	0.004362
218	10.000000	0.227863	32839.053305	0.003109	0.109940	0.000000	0.000067	0.000593	0.000500
219	3.000000	0.215799	1005.412424	0.003376	0.350766	0.000000	0.000091	0.000000	0.000951
220	36.000000	0.259077	130201.694316	0.071482	0.036547	0.020635	0.000385	0.000542	0.102620
221	9.000000	0.241104	16980.075870	0.004782	0.121009	0.027778	0.000116	0.000010	0.001892
222	6.000000	0.230613	7840.947552	0.008144	0.177804	0.000000	0.000159	0.000000	0.000782
206	17.000000	0.245491	58326.145170	0.005799	0.065030	0.007353	0.000099	0.001554	0.000658
207	11.000000	0.226690	33824.660147	0.002123	0.100535	0.000000	0.000063	0.000270	0.000011
208	4.000000	0.219577	3209.142775	0.001924	0.264119	0.000000	0.000118	0.000000	0.000725
209	6.000000	0.224435	9765.538179	0.002345	0.178053	0.000000	0.000106	0.000000	0.000710
210	1.000000	0.190552	0.000000	0.000249	1.062222	0.000000	0.000063	0.000000	0.000011
211	4.000000	0.212847	2823.958007	0.000864	0.267974	0.000000	0.000084	0.000000	0.000089
212	1.000000	0.190552	0.000000	0.000249	1.062222	0.000000	0.000063	0.000000	0.000011
213	18.000000	0.256819	74461.030820	0.033436	0.059272	0.000000	0.000147	0.043030	0.000247
214	3.000000	0.206091	1600.498117	0.000595	0.357917	0.000000	0.000075	0.000000	0.000077
215	2.000000	0.201389	527.828291	0.000548	0.533307	0.000000	0.000072	0.000000	0.000025
294	2.000000	0.196747	0.000000	0.000596	0.621302	1.000000	0.000087	0.000000	0.000042
309	3.000000	0.198246	1948.903258	0.000419	0.377488	0.000000	0.000136	0.000000	0.000053
310	5.000000	0.222343	5068.444035	0.002138	0.212892	0.000000	0.000120	0.000000	0.000101
311	22.000000	0.243588	82857.108676	0.004170	0.052393	0.008658	0.000165	0.000476	0.000506
312	1.000000	0.187895	0.000000	0.000266	1.071006	0.000000	0.000077	0.000000	0.000010
490	1.000000	0.181471	0.000000	0.000175	1.138889	0.000000	0.000080	0.000000	0.000004
491	9.000000	0.230476	16660.093835	0.002804	0.119434	0.000000	0.000155	0.000000	0.000875
492	2.000000	0.199289	438.344188	0.000399	0.552474	0.000000	0.000087	0.000000	0.000048
232	4.000000	0.215911	2572.414297	0.001108	0.277672	0.000000	0.000152	0.000000	0.000105
233	7.000000	0.222029	9653.803269	0.001419	0.160226	0.047619	0.000107	0.000000	0.000495
234	18.000000	0.239458	56926.043052	0.005166	0.062655	0.006536	0.000110	0.001614	0.001121
235	12.000000	0.231344	47639.539879	0.002233	0.089975	0.000000	0.000078	0.000382	0.000072
236	15.000000	0.239453	40427.019972	0.004505	0.078119	0.038095	0.000090	0.000506	0.000189
237	24.000000	0.259188	113136.676642	0.011595	0.045161	0.003623	0.000172	0.000958	0.003148
238	18.000000	0.248571	54842.884731	0.007608	0.062620	0.019608	0.000134	0.001588	0.001196
239	22.000000	0.249112	81515.486860	0.008272	0.049535	0.000000	0.000149	0.000492	0.003034
240	16.000000	0.245037	51636.996753	0.006886	0.068140	0.000000	0.000113	0.002969	0.001025
750	18.000000	0.245918	77918.793404	0.010769	0.061419	0.000000	0.000165	0.005102	0.001821
1014	15.000000	0.242778	50746.387178	0.004688	0.071578	0.000000	0.000184	0.000000	0.001281
2738	21.000000	0.254666	95680.010141	0.009421	0.052504	0.004762	0.000147	0.000584	0.004396
3186	2.000000	0.207017	664.501024	0.000989	0.526958	0.000000	0.000077	0.000000	0.000184
3297	24.000000	0.253674	134325.912862	0.007209	0.045924	0.003623	0.000152	0.000864	0.002563
5969	1.000000	0.196726	0.000000	0.000321	1.055363	0.000000	0.000065	0.000000	0.000072
5970	2.000000	0.206099	350.987061	0.000747	0.531357	0.000000	0.000072	0.000000	0.000123
5971	1.000000	0.196726	0.000000	0.000321	1.055363	0.000000	0.000065	0.000000	0.000072
223	24.000000	0.257677	119718.728760	0.012318	0.045304	0.000000	0.000220	0.001198	0.004029
224	8.000000	0.237986	16275.962714	0.004861	0.132467	0.000000	0.000112	0.000000	0.001316
225	7.000000	0.231349	10551.236600	0.003511	0.152430	0.000000	0.000125	0.000000	0.002007
226	5.000000	0.219520	5391.889771	0.001717	0.213022	0.000000	0.000104	0.000000	0.000262
227	11.000000	0.241737	10631.069886	0.019600	0.106841	0.072727	0.000077	0.022358	0.000070
228	5.000000	0.237804	9643.616439	0.006268	0.212009	0.000000	0.000086	0.000000	0.004524
229	14.000000	0.240438	34861.121731	0.004249	0.079935	0.000000	0.000093	0.000878	0.000200
230	7.000000	0.230745	11073.697108	0.002549	0.151579	0.000000	0.000126	0.000000	0.000280
231	8.000000	0.218347	29607.012331	0.001756	0.135415	0.000000	0.000067	0.000465	0.000054
408	51.000000	0.272714	266601.830089	0.069176	0.023772	0.003137	0.000416	0.000375	0.094757
820	13.000000	0.243687	35551.194743	0.010101	0.082840	0.000000	0.000086	0.001070	0.000737
2619	17.000000	0.252602	63056.668356	0.014827	0.071353	0.051471	0.000131	0.015281	0.000676
2952	24.000000	0.254255	89880.708209	0.008703	0.046065	0.003623	0.000186	0.001269	0.002960
4166	21.000000	0.249604	83333.977399	0.006662	0.051454	0.000000	0.000147	0.001030	0.001618
4657	15.000000	0.250161	46493.271919	0.010932	0.071916	0.000000	0.000076	0.007947	0.000487
4754	11.000000	0.235772	21201.149563	0.003013	0.097621	0.000000	0.000138	0.000000	0.000973
5031	4.000000	0.218426	2599.553518	0.001495	0.267154	0.000000	0.000087	0.000000	0.001089
6337	1.000000	0.197383	0.000000	0.000543	1.066327	0.000000	0.000064	0.000000	0.000440
6338	14.000000	0.241903	39346.198907	0.004595	0.076619	0.000000	0.000102	0.000794	0.000682
241	16.000000	0.245963	55505.370596	0.005900	0.067089	0.000000	0.000211	0.000000	0.003011
242	12.000000	0.242356	25542.095113	0.007350	0.090670	0.000000	0.000083	0.000709	0.000572
243	9.000000	0.230735	15841.388782	0.002466	0.119087	0.000000	0.000131	0.000000	0.001217
244	18.000000	0.248515	63151.691044	0.007740	0.063811	0.013072	0.000141	0.001113	0.000542
245	10.000000	0.233099	17817.514080	0.003017	0.107649	0.000000	0.000140	0.000000	0.000314
246	5.000000	0.221685	3150.933016	0.001393	0.214208	0.000000	0.000099	0.000000	0.000262
247	10.000000	0.230105	24401.693301	0.001990	0.109094	0.000000	0.000107	0.000259	0.000293
248	15.000000	0.242892	48890.098829	0.004628	0.072835	0.000000	0.000099	0.000307	0.000612
292	16.000000	0.242995	45674.371447	0.004808	0.068948	0.000000	0.000138	0.000677	0.000577
293	8.000000	0.231590	13182.480469	0.003110	0.133759	0.000000	0.000133	0.000000	0.001386
