#Network: p2p-Gnutella08.snap
#Nodes: 6301	Edges: 20777
#NodeId	Degree	Closeness	Betweennes	EigenVector	NetworkConstraint	ClusteringCoefficient	PageRank	HubScore	AuthorityScore
177	79.000000	0.289910	105612.336789	0.127154	0.022623	0.045115	0.001487	0.055071	0.139073
753	23.000000	0.271466	15183.756304	0.051608	0.051601	0.075099	0.000645	0.051850	0.015993
754	52.000000	0.273933	35460.930138	0.064114	0.029414	0.027149	0.001286	0.000000	0.095688
762	30.000000	0.282080	92138.724849	0.052718	0.038038	0.039080	0.000990	0.052472	0.011739
2064	5.000000	0.239641	441.948115	0.009963	0.218936	0.100000	0.000412	0.000000	0.006169
3002	5.000000	0.233424	301.865381	0.006966	0.223986	0.100000	0.000298	0.000000	0.007022
520	7.000000	0.241016	12103.826995	0.003418	0.153106	0.000000	0.000295	0.000000	0.000019
665	17.000000	0.271700	26753.658567	0.036527	0.063344	0.036765	0.000318	0.047401	0.000031
852	23.000000	0.265123	85046.435060	0.008444	0.048678	0.007905	0.000376	0.002694	0.000346
1394	12.000000	0.267079	4479.271937	0.035447	0.088355	0.075758	0.000226	0.051165	0.000259
1786	16.000000	0.270057	29086.608197	0.034753	0.067948	0.033333	0.000279	0.049284	0.000234
1842	21.000000	0.258432	54454.616359	0.008668	0.052378	0.000000	0.000408	0.000025	0.003340
1904	14.000000	0.268091	16310.912778	0.033981	0.078967	0.076923	0.000273	0.045722	0.000021
1905	1.000000	0.225573	0.000000	0.003050	1.011763	0.000000	0.000208	0.000000	0.000007
1906	2.000000	0.228802	1393.782119	0.003068	0.519522	0.000000	0.000220	0.000000	0.000008
1907	9.000000	0.260646	764.366350	0.030193	0.117081	0.111111	0.000208	0.041697	0.000007
124	87.000000	0.293627	153013.330418	0.128985	0.020691	0.036889	0.001569	0.042651	0.152485
147	76.000000	0.288820	81785.398597	0.119505	0.023221	0.041754	0.001383	0.050594	0.135600
246	21.000000	0.262187	23237.157512	0.037101	0.056416	0.028571	0.001069	0.000000	0.034067
248	67.000000	0.282967	180492.657173	0.077070	0.021970	0.015378	0.001348	0.000046	0.113652
250	48.000000	0.277788	89913.083727	0.051769	0.027513	0.019504	0.001173	0.003170	0.061882
251	91.000000	0.290780	195746.809794	0.107401	0.018498	0.014896	0.001782	0.000024	0.164631
252	56.000000	0.282004	161456.603175	0.056446	0.024467	0.011039	0.001122	0.000024	0.082688
11	14.000000	0.244963	32882.051430	0.003355	0.081038	0.021978	0.000143	0.001865	0.000011
12	1.000000	0.196769	0.000000	0.000118	1.066327	0.000000	0.000113	0.000000	0.000078
13	6.000000	0.223072	4108.450050	0.000425	0.186008	0.000000	0.000174	0.000000	0.000095
14	6.000000	0.224128	3643.568866	0.000368	0.182973	0.000000	0.000156	0.000014	0.000098
15	16.000000	0.267783	28654.725441	0.036531	0.067616	0.066667	0.000179	0.057902	0.000093
16	2.000000	0.202391	511.326172	0.000130	0.539082	0.000000	0.000121	0.000000	0.000083
17	39.000000	0.269826	95311.932009	0.028222	0.032094	0.006748	0.000619	0.000060	0.042998
18	4.000000	0.216025	3267.365303	0.000204	0.268468	0.000000	0.000147	0.000000	0.000086
19	1.000000	0.196769	0.000000	0.000118	1.066327	0.000000	0.000113	0.000000	0.000078
20	17.000000	0.263195	35486.281457	0.021638	0.063912	0.022059	0.000194	0.031515	0.000704
21	20.000000	0.249623	60283.913390	0.000798	0.056910	0.005263	0.000247	0.000084	0.000354
2074	2.000000	0.224272	803.706743	0.002931	0.537734	0.000000	0.000361	0.000000	0.000002
809	4.000000	0.222521	2130.629982	0.000453	0.270000	0.000000	0.000271	0.000000	0.000345
123	97.000000	0.295973	179019.362505	0.152306	0.019989	0.039734	0.001863	0.055852	0.176253
129	71.000000	0.278734	143595.264850	0.065625	0.021048	0.002012	0.000958	0.000128	0.118817
143	81.000000	0.288753	127044.974895	0.118318	0.021588	0.035802	0.001350	0.047522	0.139731
367	94.000000	0.294162	131959.868180	0.159581	0.020755	0.046214	0.002388	0.042936	0.186906
427	91.000000	0.293819	153796.824093	0.129318	0.020087	0.036142	0.001767	0.031350	0.163294
718	40.000000	0.261675	51983.366445	0.040265	0.034098	0.000000	0.000546	0.000053	0.069614
1050	8.000000	0.238137	10370.045838	0.001419	0.135577	0.000000	0.000373	0.000000	0.000534
2254	10.000000	0.243147	16009.310657	0.001468	0.107962	0.000000	0.000398	0.000000	0.000289
2761	14.000000	0.252182	30809.202963	0.003263	0.078619	0.010989	0.000192	0.000104	0.000539
3147	6.000000	0.222473	7957.009765	0.001044	0.192977	0.000000	0.000205	0.000031	0.000003
3169	6.000000	0.234798	5870.360725	0.001165	0.177128	0.000000	0.000227	0.000000	0.000040
3619	5.000000	0.232296	4897.096249	0.001110	0.212224	0.000000	0.000205	0.000000	0.000017
3893	12.000000	0.261187	19843.311599	0.020401	0.089855	0.030303	0.000186	0.030492	0.000007
4408	4.000000	0.226351	2307.773629	0.001038	0.266666	0.000000	0.000189	0.000000	0.000014
4953	2.000000	0.217773	435.870918	0.001051	0.523743	0.000000	0.000172	0.000000	0.000004
368	67.000000	0.280985	75914.183681	0.081898	0.023899	0.012664	0.001431	0.000000	0.130718
717	57.000000	0.285974	95954.545531	0.076913	0.025330	0.028822	0.000910	0.035647	0.088859
856	69.000000	0.287043	80737.225242	0.101100	0.023299	0.037511	0.001131	0.045827	0.113609
975	11.000000	0.243448	18055.502140	0.001750	0.099600	0.000000	0.000117	0.000201	0.001316
1908	1.000000	0.208364	0.000000	0.000763	1.055363	0.000000	0.000117	0.000000	0.001316
1909	4.000000	0.225824	1820.760999	0.001565	0.266196	0.000000	0.000165	0.000000	0.002609
1910	12.000000	0.238461	18857.235318	0.001460	0.094310	0.000000	0.000127	0.000053	0.001323
92	15.000000	0.247145	36674.915759	0.000883	0.077881	0.028571	0.000270	0.000021	0.000524
1702	5.000000	0.229093	3909.779735	0.000300	0.212774	0.000000	0.000186	0.000000	0.000012
1711	6.000000	0.219328	6513.281445	0.000165	0.194732	0.066667	0.000259	0.000000	0.000012
1833	3.000000	0.215833	1557.757046	0.000163	0.354468	0.000000	0.000148	0.000000	0.000007
1916	4.000000	0.219336	3720.408504	0.000166	0.265697	0.000000	0.000165	0.000000	0.000010
1917	13.000000	0.240409	22033.673460	0.001570	0.089846	0.012821	0.000147	0.000149	0.000009
1918	2.000000	0.205367	634.602509	0.000034	0.530972	0.000000	0.000132	0.000000	0.000006
1919	1.000000	0.199765	0.000000	0.000028	1.047500	0.000000	0.000122	0.000000	0.000004
1920	13.000000	0.248050	35417.535397	0.001301	0.083510	0.012821	0.000149	0.000111	0.001432
1921	2.000000	0.205287	598.693039	0.000035	0.532536	0.000000	0.000131	0.000000	0.000005
22	10.000000	0.239195	18277.248078	0.002547	0.110372	0.000000	0.000101	0.001612	0.000000
23	15.000000	0.247699	38888.898010	0.001109	0.072122	0.000000	0.000307	0.000000	0.000927
24	2.000000	0.200013	338.116439	0.000180	0.545000	0.000000	0.000118	0.000000	0.000211
25	3.000000	0.218536	1239.183024	0.000232	0.358574	0.000000	0.000134	0.000048	0.000070
26	1.000000	0.193030	0.000000	0.000090	1.090000	0.000000	0.000109	0.000000	0.000067
27	12.000000	0.232287	15063.370982	0.000499	0.095880	0.000000	0.000121	0.000128	0.000071
28	5.000000	0.214087	2516.104634	0.000152	0.223396	0.000000	0.000120	0.000031	0.000070
29	9.000000	0.237526	11248.496067	0.000751	0.119743	0.000000	0.000169	0.000026	0.000747
30	14.000000	0.269019	18224.831793	0.038874	0.076770	0.098901	0.000150	0.060940	0.000077
31	37.000000	0.273232	94885.362152	0.028409	0.033329	0.013514	0.000527	0.006514	0.036285
32	15.000000	0.246990	32750.150339	0.001965	0.075307	0.009524	0.000289	0.000017	0.000081
1022	25.000000	0.264455	90120.564237	0.003556	0.044424	0.003333	0.000477	0.000046	0.001140
901	4.000000	0.214736	4019.401428	0.000266	0.268399	0.000000	0.000149	0.000000	0.000040
960	5.000000	0.234956	7101.576242	0.003418	0.213403	0.000000	0.000275	0.000000	0.000218
1511	13.000000	0.241063	27646.329542	0.000383	0.084205	0.000000	0.000471	0.000000	0.000230
1624	3.000000	0.207978	1965.805968	0.000174	0.358198	0.000000	0.000132	0.000000	0.000216
1836	12.000000	0.238434	22080.871974	0.001280	0.093587	0.000000	0.000130	0.000063	0.000060
1911	2.000000	0.226416	762.884491	0.003309	0.522109	0.000000	0.000229	0.000000	0.000008
1912	6.000000	0.232759	5931.847585	0.001326	0.178422	0.000000	0.000190	0.000000	0.002233
1913	5.000000	0.224400	3258.566272	0.000320	0.217347	0.000000	0.000174	0.000000	0.000040
1914	2.000000	0.201407	384.720982	0.000075	0.534653	0.000000	0.000140	0.000000	0.000009
1915	7.000000	0.236678	16173.275026	0.000302	0.151629	0.000000	0.000201	0.000000	0.000022
846	13.000000	0.234659	24299.146879	0.000569	0.089092	0.000000	0.000157	0.000118	0.000012
1516	5.000000	0.219956	3896.782917	0.000466	0.221185	0.000000	0.000213	0.000000	0.000728
1517	4.000000	0.219000	2340.179796	0.000483	0.272472	0.000000	0.000197	0.000000	0.000012
962	19.000000	0.244934	50807.930300	0.002214	0.057766	0.000000	0.000383	0.000078	0.000596
1656	7.000000	0.223666	5523.650678	0.000225	0.158616	0.000000	0.000202	0.000009	0.000012
2201	16.000000	0.243702	31400.378238	0.000571	0.070903	0.000000	0.000210	0.000026	0.000022
126	83.000000	0.285727	111230.272487	0.097428	0.020321	0.012048	0.001243	0.020470	0.141339
174	72.000000	0.288780	104443.166029	0.108138	0.023571	0.043818	0.001187	0.054490	0.116431
637	19.000000	0.251779	55770.129852	0.001951	0.060279	0.011696	0.000251	0.000021	0.000364
870	14.000000	0.253604	36396.603319	0.002651	0.077448	0.010989	0.000376	0.000000	0.000433
1219	8.000000	0.234274	17039.060893	0.001256	0.134718	0.000000	0.000226	0.000000	0.000307
1954	6.000000	0.238923	9976.974026	0.001395	0.176060	0.000000	0.000212	0.000000	0.000398
2237	16.000000	0.256204	40147.205437	0.004022	0.068954	0.000000	0.000287	0.000069	0.000516
2524	20.000000	0.257692	84327.055164	0.001840	0.054445	0.000000	0.000256	0.000176	0.000661
2630	5.000000	0.233631	4763.581536	0.001203	0.211370	0.000000	0.000205	0.000000	0.000285
3637	3.000000	0.225702	1694.716796	0.001070	0.349975	0.000000	0.000173	0.000000	0.000294
3874	2.000000	0.219756	304.694631	0.001059	0.528464	0.000000	0.000155	0.000000	0.000276
957	2.000000	0.204461	607.595927	0.000083	0.536217	0.000000	0.000137	0.000000	0.000003
1028	14.000000	0.253635	30543.173676	0.005647	0.078975	0.000000	0.000188	0.007015	0.000006
1199	20.000000	0.272676	49992.936112	0.033513	0.055668	0.026316	0.000239	0.053909	0.000355
1459	12.000000	0.242054	23106.596302	0.000772	0.092453	0.015152	0.000136	0.000323	0.000004
1699	12.000000	0.240575	22314.861592	0.001432	0.093778	0.015152	0.000153	0.000085	0.000006
1700	11.000000	0.229335	19837.758548	0.000329	0.102978	0.000000	0.000137	0.000054	0.000008
1701	11.000000	0.238218	19250.926508	0.001780	0.101838	0.000000	0.000138	0.000020	0.000007
1703	11.000000	0.238326	19248.892791	0.000593	0.100275	0.000000	0.000138	0.000070	0.000002
33	12.000000	0.240565	31876.870578	0.001735	0.092374	0.000000	0.000122	0.000159	0.000001
34	2.000000	0.202176	530.575738	0.000109	0.538194	0.000000	0.000122	0.000000	0.000008
35	2.000000	0.215670	822.543638	0.000193	0.529944	0.000000	0.000132	0.000000	0.000029
36	13.000000	0.271758	22245.613397	0.040372	0.082128	0.115385	0.000122	0.063910	0.000434
37	1.000000	0.193922	0.000000	0.000061	1.076389	0.000000	0.000111	0.000000	0.000007
38	30.000000	0.269491	143468.612388	0.001914	0.036783	0.002299	0.000393	0.000054	0.001141
39	12.000000	0.240602	33572.701910	0.001628	0.092895	0.015152	0.000116	0.000060	0.000010
40	1.000000	0.193922	0.000000	0.000061	1.076389	0.000000	0.000111	0.000000	0.000007
41	5.000000	0.222851	4742.747153	0.000439	0.214851	0.000000	0.000159	0.000000	0.000576
42	2.000000	0.204840	296.939168	0.000173	0.539758	0.000000	0.000121	0.000000	0.000253
43	16.000000	0.242259	27602.425918	0.002369	0.074176	0.016667	0.000283	0.000164	0.001350
725	11.000000	0.243674	23614.419804	0.000558	0.101155	0.018182	0.000274	0.000000	0.000032
1376	9.000000	0.241358	16924.619717	0.000821	0.119963	0.000000	0.000275	0.000000	0.000700
2002	5.000000	0.225970	6739.094264	0.000195	0.216344	0.000000	0.000199	0.000000	0.000210
2007	15.000000	0.238281	40616.732132	0.000221	0.076887	0.019048	0.000212	0.000047	0.000019
2167	3.000000	0.225186	2375.978997	0.000256	0.352607	0.000000	0.000171	0.000000	0.000008
2168	1.000000	0.212290	0.000000	0.000067	1.032222	0.000000	0.000138	0.000000	0.000002
2169	3.000000	0.224929	1124.932574	0.000304	0.354584	0.000000	0.000162	0.000000	0.000277
2170	4.000000	0.226099	2774.191323	0.000341	0.265506	0.000000	0.000180	0.000000	0.000027
614	7.000000	0.229243	12996.055800	0.000286	0.153795	0.000000	0.000193	0.000000	0.000257
1378	4.000000	0.213253	2582.434541	0.000176	0.270435	0.000000	0.000149	0.000000	0.000059
1922	15.000000	0.235686	43101.864197	0.000699	0.071746	0.000000	0.000152	0.000039	0.000362
1923	17.000000	0.250806	39136.131329	0.003212	0.067303	0.014706	0.000209	0.000066	0.000198
1924	7.000000	0.219687	8960.467906	0.000143	0.164467	0.000000	0.000110	0.000010	0.000002
1925	2.000000	0.207151	457.729883	0.000115	0.536849	0.000000	0.000122	0.000000	0.000005
1926	18.000000	0.246545	44013.222895	0.002883	0.062875	0.006536	0.000196	0.000061	0.000508
1927	1.000000	0.193946	0.000000	0.000057	1.076389	0.000000	0.000110	0.000000	0.000002
1928	8.000000	0.231034	14454.740634	0.000307	0.134387	0.000000	0.000219	0.000000	0.000018
1929	15.000000	0.268023	26461.429975	0.034862	0.075685	0.114286	0.000158	0.052959	0.000013
1604	4.000000	0.214407	1847.554685	0.000522	0.270077	0.000000	0.000156	0.000000	0.000265
1679	6.000000	0.224464	4271.237107	0.001069	0.187582	0.066667	0.000181	0.000000	0.001298
1930	13.000000	0.237939	26256.408747	0.000674	0.085011	0.000000	0.000159	0.000044	0.000015
1931	3.000000	0.229035	2524.752568	0.000597	0.349034	0.000000	0.000144	0.000000	0.000435
1932	10.000000	0.226539	12673.387988	0.000290	0.114404	0.000000	0.000125	0.000102	0.000007
1933	2.000000	0.206417	389.755333	0.000211	0.530204	0.000000	0.000138	0.000000	0.000009
1934	12.000000	0.263592	20741.696246	0.032588	0.090639	0.121212	0.000173	0.049319	0.000014
1935	3.000000	0.214422	980.364624	0.000180	0.355103	0.000000	0.000158	0.000000	0.000029
1936	7.000000	0.232107	10035.041607	0.000288	0.152343	0.000000	0.000232	0.000000	0.000028
44	10.000000	0.216448	17646.742004	0.000199	0.113979	0.000000	0.000101	0.000041	0.000000
45	4.000000	0.212849	2618.573109	0.000278	0.270393	0.000000	0.000149	0.000000	0.000017
46	1.000000	0.177940	0.000000	0.000007	1.090000	0.000000	0.000109	0.000000	0.000002
47	3.000000	0.207042	1889.299420	0.000061	0.359191	0.000000	0.000132	0.000000	0.000011
48	3.000000	0.200983	1304.429808	0.000026	0.362516	0.000000	0.000130	0.000000	0.000006
49	17.000000	0.247836	43383.982256	0.002195	0.069862	0.014706	0.000187	0.000070	0.000271
50	7.000000	0.226922	7146.705086	0.000277	0.156613	0.000000	0.000221	0.000000	0.000026
51	5.000000	0.230721	5909.033284	0.001989	0.213906	0.000000	0.000243	0.000000	0.000144
52	1.000000	0.177940	0.000000	0.000007	1.090000	0.000000	0.000109	0.000000	0.000002
53	5.000000	0.226148	5156.756746	0.000515	0.214350	0.000000	0.000152	0.000000	0.000262
54	4.000000	0.220002	3773.205119	0.000292	0.266712	0.000000	0.000145	0.000000	0.000240
101	14.000000	0.265012	21330.086131	0.035039	0.078017	0.087912	0.000147	0.055812	0.000015
338	7.000000	0.227348	7387.312777	0.000317	0.173111	0.142857	0.000192	0.000000	0.000012
2366	6.000000	0.235554	10502.069839	0.000869	0.176925	0.000000	0.000176	0.000000	0.001127
2893	3.000000	0.221761	714.136901	0.000456	0.372727	0.333333	0.000135	0.000000	0.000260
3065	2.000000	0.204960	559.188890	0.000128	0.534502	0.000000	0.000127	0.000000	0.000004
3593	4.000000	0.220526	1590.191663	0.000323	0.268461	0.000000	0.000152	0.000000	0.000245
3840	4.000000	0.220688	3145.185962	0.000243	0.265384	0.000000	0.000163	0.000000	0.000010
3998	11.000000	0.237966	25983.992788	0.001615	0.099907	0.000000	0.000118	0.000034	0.000003
3999	2.000000	0.207663	439.595800	0.000137	0.531592	0.000000	0.000129	0.000000	0.000006
55	12.000000	0.241053	28373.409510	0.000494	0.090905	0.000000	0.000131	0.000051	0.000006
56	10.000000	0.238723	14756.835912	0.000318	0.115268	0.044444	0.000257	0.000000	0.000287
57	11.000000	0.243288	27804.203991	0.000679	0.099863	0.000000	0.000334	0.000000	0.000449
58	5.000000	0.220056	3311.128163	0.000288	0.216287	0.000000	0.000153	0.000000	0.000036
59	4.000000	0.220766	2413.984304	0.000260	0.271060	0.000000	0.000199	0.000000	0.000005
60	12.000000	0.235404	30634.511663	0.000369	0.091575	0.000000	0.000140	0.000013	0.000009
61	11.000000	0.237150	29253.502005	0.001355	0.103100	0.000000	0.000112	0.000061	0.000002
62	12.000000	0.236963	36096.245187	0.002297	0.090906	0.000000	0.000231	0.000006	0.000005
63	20.000000	0.242726	64404.084718	0.000565	0.056025	0.000000	0.000320	0.000022	0.000277
64	15.000000	0.250727	36446.639131	0.003354	0.074101	0.000000	0.000246	0.000142	0.000139
65	14.000000	0.231399	29174.635747	0.000205	0.080660	0.000000	0.000148	0.000065	0.000008
1937	2.000000	0.196352	1010.640099	0.000022	0.539758	0.000000	0.000123	0.000000	0.000001
1938	1.000000	0.190554	0.000000	0.000013	1.076389	0.000000	0.000114	0.000000	0.000001
1939	5.000000	0.217375	4692.378541	0.000139	0.216924	0.000000	0.000146	0.000001	0.000009
1940	14.000000	0.244611	36009.054207	0.000663	0.077208	0.000000	0.000291	0.000000	0.000054
1941	12.000000	0.226189	23826.989197	0.000161	0.101403	0.015152	0.000124	0.000086	0.000003
1942	14.000000	0.237867	30420.619973	0.000612	0.079854	0.000000	0.000164	0.000010	0.000217
1943	13.000000	0.241266	23385.149009	0.002705	0.085663	0.000000	0.000135	0.000023	0.000003
1944	3.000000	0.211840	1825.559882	0.000056	0.356221	0.000000	0.000157	0.000000	0.000002
1945	14.000000	0.245393	37173.039365	0.002240	0.078117	0.000000	0.000158	0.000289	0.000013
907	12.000000	0.236394	17238.330734	0.001374	0.094988	0.000000	0.000134	0.000043	0.000007
1992	12.000000	0.261632	20561.450899	0.024540	0.089824	0.045455	0.000124	0.038473	0.000008
1993	3.000000	0.206933	1568.249570	0.000073	0.358893	0.000000	0.000132	0.000000	0.000010
1994	27.000000	0.265212	97713.117977	0.004536	0.041058	0.000000	0.000138	0.002723	0.000995
1995	2.000000	0.205334	634.459939	0.000071	0.534502	0.000000	0.000110	0.000001	0.000003
1996	11.000000	0.239249	21336.929666	0.001718	0.100902	0.000000	0.000110	0.000126	0.000003
1997	2.000000	0.205495	564.631185	0.000113	0.536217	0.000000	0.000126	0.000000	0.000005
1998	2.000000	0.191708	6297.000000	0.000048	0.520661	0.000000	0.000110	0.000000	0.000003
1999	14.000000	0.243967	17868.197675	0.004790	0.083464	0.010989	0.000281	0.000140	0.000057
1064	9.000000	0.242436	20202.481686	0.004285	0.118997	0.000000	0.000361	0.000000	0.000021
1194	6.000000	0.222978	5327.663139	0.000253	0.189536	0.066667	0.000184	0.000000	0.000010
1196	3.000000	0.208219	641.575787	0.000126	0.364503	0.000000	0.000148	0.000000	0.000002
1198	13.000000	0.244061	19986.938368	0.002337	0.092744	0.025641	0.000148	0.000013	0.000002
1959	1.000000	0.191574	0.000000	0.000081	1.076389	0.000000	0.000122	0.000000	0.000000
1960	1.000000	0.191574	0.000000	0.000081	1.076389	0.000000	0.000122	0.000000	0.000000
1961	5.000000	0.220441	5370.242123	0.000302	0.215160	0.000000	0.000171	0.000000	0.000107
1962	1.000000	0.191574	0.000000	0.000081	1.076389	0.000000	0.000122	0.000000	0.000000
1963	1.000000	0.191574	0.000000	0.000081	1.076389	0.000000	0.000122	0.000000	0.000000
1364	4.000000	0.219718	2370.419058	0.000291	0.287280	0.166667	0.000169	0.000000	0.000165
1950	7.000000	0.223579	5815.428732	0.000200	0.162493	0.000000	0.000152	0.000057	0.000007
1977	1.000000	0.195323	0.000000	0.000020	1.047500	0.000000	0.000131	0.000000	0.000001
1978	2.000000	0.206134	465.507839	0.000117	0.534375	0.000000	0.000163	0.000000	0.000002
1979	2.000000	0.204554	654.179438	0.000085	0.530972	0.000000	0.000147	0.000000	0.000003
1980	9.000000	0.240409	19405.771885	0.000700	0.119767	0.000000	0.000342	0.000000	0.000323
1981	12.000000	0.229820	29497.630461	0.000222	0.094806	0.000000	0.000140	0.000058	0.000002
1982	4.000000	0.223897	4075.079056	0.000139	0.265877	0.000000	0.000151	0.000065	0.000010
1983	4.000000	0.210333	2268.326763	0.000044	0.274468	0.000000	0.000323	0.000000	0.000005
91	5.000000	0.224128	3769.655699	0.000558	0.234720	0.100000	0.000131	0.000043	0.000012
102	17.000000	0.254959	46081.258194	0.002084	0.064043	0.000000	0.000251	0.000002	0.002360
106	9.000000	0.237876	12978.687516	0.000798	0.120206	0.000000	0.000247	0.000000	0.000117
1946	14.000000	0.245795	31661.935683	0.002124	0.078988	0.010989	0.000182	0.000019	0.000176
1947	25.000000	0.259679	91563.629392	0.002568	0.044415	0.000000	0.000319	0.000004	0.000655
1948	13.000000	0.260981	25611.538651	0.029030	0.081792	0.038462	0.000142	0.045975	0.000008
1949	4.000000	0.218582	1449.035890	0.000299	0.269751	0.000000	0.000151	0.000000	0.000015
1951	2.000000	0.202893	547.435433	0.000120	0.571111	0.000000	0.000122	0.000000	0.000006
1952	5.000000	0.227471	5789.112330	0.000388	0.214758	0.000000	0.000155	0.000000	0.000043
86	7.000000	0.221464	12215.320705	0.000330	0.155382	0.000000	0.000183	0.000000	0.000125
2003	11.000000	0.230047	24395.066767	0.000349	0.100043	0.000000	0.000113	0.000096	0.000003
2004	4.000000	0.217307	2291.083930	0.000249	0.268926	0.000000	0.000147	0.000000	0.000260
2005	5.000000	0.219749	4383.392502	0.000242	0.215423	0.000000	0.000158	0.000000	0.000191
2006	4.000000	0.218453	3465.681226	0.000268	0.266727	0.000000	0.000151	0.000000	0.000241
2008	4.000000	0.214912	2210.674133	0.000305	0.273344	0.000000	0.000148	0.000000	0.000119
2009	1.000000	0.187921	0.000000	0.000007	1.066327	0.000000	0.000113	0.000000	0.000003
66	10.000000	0.225856	24786.468180	0.000343	0.108421	0.000000	0.000101	0.000111	0.000000
67	12.000000	0.243420	19568.273815	0.002649	0.092991	0.000000	0.000124	0.000571	0.000792
68	12.000000	0.243204	25326.321316	0.000816	0.090187	0.000000	0.000123	0.000140	0.000010
69	5.000000	0.220395	4911.416046	0.000328	0.215678	0.000000	0.000174	0.000000	0.000065
70	1.000000	0.184249	0.000000	0.000012	1.090000	0.000000	0.000109	0.000000	0.000005
71	6.000000	0.220781	5352.091468	0.000371	0.182297	0.000000	0.000174	0.000000	0.000022
